Entidad,Año,Clave_Ent,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Poblacion,Enero_percapita,Febrero_percapita,Marzo_percapita,Abril_percapita,Mayo_percapita,Junio_percapita,Julio_percapita,Agosto_percapita,Septiembre_percapita,Octubre_percapita,Noviembre_percapita,Diciembre_percapita
VERACRUZ DE IGNACIO DE LA LLAVE,2022,30,82.0,56.0,78.0,77.0,77.0,62.0,70.0,86.0,71.0,69.0,59.0,67.0,8634299.0,9.497007226643414e-06,6.485761032829648e-06,9.033738581441296e-06,8.917921420140767e-06,8.917921420140767e-06,7.180664000632825e-06,8.10720129103706e-06,9.96027587184553e-06,8.22301845233759e-06,7.99138412973653e-06,6.833212516731237e-06,7.759749807135471e-06
VERACRUZ DE IGNACIO DE LA LLAVE,2023,30,78.0,47.0,64.0,79.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8677408.0,8.98885934601669e-06,5.416363964907493e-06,7.3754743351931825e-06,9.104101132504084e-06,9.565068278453659e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YUCATAN,2015,31,1.0,1.0,8.0,3.0,8.0,4.0,7.0,1.0,4.0,2.0,4.0,9.0,2128802.0,4.697477736304269e-07,4.697477736304269e-07,3.757982189043415e-06,1.4092433208912807e-06,3.757982189043415e-06,1.8789910945217075e-06,3.288234415412988e-06,4.697477736304269e-07,1.8789910945217075e-06,9.394955472608538e-07,1.8789910945217075e-06,4.227729962673842e-06
YUCATAN,2016,31,2.0,9.0,3.0,1.0,5.0,3.0,3.0,6.0,4.0,6.0,6.0,2.0,2155883.0,9.276941281136314e-07,4.174623576511342e-06,1.391541192170447e-06,4.638470640568157e-07,2.3192353202840783e-06,1.391541192170447e-06,1.391541192170447e-06,2.783082384340894e-06,1.8553882562272628e-06,2.783082384340894e-06,2.783082384340894e-06,9.276941281136314e-07
YUCATAN,2017,31,7.0,6.0,3.0,4.0,2.0,1.0,2.0,6.0,2.0,0.0,2.0,2.0,2182255.0,3.2076911268389806e-06,2.749449537290555e-06,1.3747247686452775e-06,1.8329663581937033e-06,9.164831790968517e-07,4.5824158954842583e-07,9.164831790968517e-07,2.749449537290555e-06,9.164831790968517e-07,0.0,9.164831790968517e-07,9.164831790968517e-07
YUCATAN,2018,31,2.0,4.0,1.0,8.0,3.0,1.0,11.0,6.0,2.0,5.0,2.0,3.0,2208236.0,9.057002965262771e-07,1.8114005930525542e-06,4.5285014826313856e-07,3.6228011861051085e-06,1.3585504447894157e-06,4.5285014826313856e-07,4.981351630894524e-06,2.7171008895788313e-06,9.057002965262771e-07,2.2642507413156926e-06,9.057002965262771e-07,1.3585504447894157e-06
YUCATAN,2019,31,2.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,5.0,1.0,3.0,5.0,2233866.0,8.953088502175153e-07,2.238272125543788e-06,8.953088502175153e-07,1.3429632753262728e-06,8.953088502175153e-07,8.953088502175153e-07,8.953088502175153e-07,4.4765442510875763e-07,2.238272125543788e-06,4.4765442510875763e-07,1.3429632753262728e-06,2.238272125543788e-06
YUCATAN,2020,31,3.0,6.0,2.0,3.0,2.0,6.0,4.0,3.0,4.0,5.0,3.0,11.0,2259098.0,1.3279636385849574e-06,2.655927277169915e-06,8.853090923899716e-07,1.3279636385849574e-06,8.853090923899716e-07,2.655927277169915e-06,1.7706181847799432e-06,1.3279636385849574e-06,1.7706181847799432e-06,2.213272730974929e-06,1.3279636385849574e-06,4.869200008144843e-06
YUCATAN,2021,31,6.0,3.0,6.0,3.0,0.0,3.0,7.0,4.0,5.0,1.0,0.0,4.0,2283943.0,2.6270357885463865e-06,1.3135178942731932e-06,2.6270357885463865e-06,1.3135178942731932e-06,0.0,1.3135178942731932e-06,3.0648750866374513e-06,1.7513571923642578e-06,2.189196490455322e-06,4.3783929809106446e-07,0.0,1.7513571923642578e-06
YUCATAN,2022,31,4.0,5.0,2.0,1.0,6.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,2308370.0,1.7328244605500852e-06,2.1660305756876063e-06,8.664122302750426e-07,4.332061151375213e-07,2.5992366908251278e-06,8.664122302750426e-07,1.7328244605500852e-06,1.7328244605500852e-06,1.2996183454125639e-06,1.7328244605500852e-06,8.664122302750426e-07,8.664122302750426e-07
YUCATAN,2023,31,2.0,2.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2332395.0,8.574876896923548e-07,8.574876896923548e-07,8.574876896923548e-07,2.5724630690770644e-06,1.7149753793847097e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZACATECAS,2015,32,22.0,18.0,20.0,17.0,11.0,20.0,23.0,16.0,19.0,24.0,24.0,18.0,1601701.0,1.3735397555473837e-05,1.1238052545387685e-05,1.2486725050430761e-05,1.0613716292866146e-05,6.867698777736918e-06,1.2486725050430761e-05,1.4359733807995375e-05,9.98938004034461e-06,1.1862388797909223e-05,1.4984070060516913e-05,1.4984070060516913e-05,1.1238052545387685e-05
ZACATECAS,2016,32,31.0,36.0,28.0,26.0,38.0,38.0,37.0,57.0,45.0,36.0,34.0,43.0,1616675.0,1.917515889093355e-05,2.226792645398735e-05,1.7319498353101273e-05,1.6082391327879755e-05,2.350503347920887e-05,2.350503347920887e-05,2.288647996659811e-05,3.5257550218813306e-05,2.7834908067484188e-05,2.226792645398735e-05,2.1030819428765832e-05,2.659780104226267e-05
ZACATECAS,2017,32,47.0,33.0,38.0,41.0,38.0,33.0,54.0,65.0,57.0,69.0,42.0,34.0,1629789.0,2.883808885690111e-05,2.024801983569652e-05,2.3315901628983876e-05,2.5156630704956287e-05,2.3315901628983876e-05,2.024801983569652e-05,3.3133123367503404e-05,3.988246331273558e-05,3.497385244347581e-05,4.233676874736546e-05,2.5770207063613755e-05,2.0861596194353993e-05
ZACATECAS,2018,32,31.0,41.0,48.0,36.0,42.0,44.0,48.0,47.0,59.0,55.0,57.0,53.0,1642388.0,1.8874955248089975e-05,2.4963650489409324e-05,2.9225737158332865e-05,2.191930286874965e-05,2.557252001354126e-05,2.679025906180513e-05,2.9225737158332865e-05,2.861686763420093e-05,3.5923301923784146e-05,3.348782382725641e-05,3.4705562875520276e-05,3.227008477899254e-05
ZACATECAS,2019,32,39.0,35.0,46.0,36.0,49.0,43.0,49.0,36.0,40.0,45.0,48.0,44.0,1654593.0,2.357075123610459e-05,2.115323828881181e-05,2.780139889386695e-05,2.1757616525635007e-05,2.9614533604336533e-05,2.5988264183397366e-05,2.9614533604336533e-05,2.1757616525635007e-05,2.4175129472927782e-05,2.7197020657043757e-05,2.901015536751334e-05,2.6592642420220562e-05
ZACATECAS,2020,32,39.0,53.0,52.0,56.0,66.0,75.0,63.0,70.0,70.0,62.0,84.0,99.0,1666426.0,2.340337944799229e-05,3.180459258316901e-05,3.1204505930656386e-05,3.360485254070688e-05,3.9605719065833106e-05,4.500649893844671e-05,3.780545910829524e-05,4.20060656758836e-05,4.20060656758836e-05,3.720537245578261e-05,5.040727881106032e-05,5.940857859874966e-05
ZACATECAS,2021,32,109.0,95.0,80.0,82.0,96.0,75.0,87.0,102.0,119.0,107.0,102.0,80.0,1677911.0,6.496172919779416e-05,5.6618020860462804e-05,4.76783333561792e-05,4.887029169008368e-05,5.721400002741504e-05,4.4698437521418e-05,5.185018752484488e-05,6.0789875029128484e-05,7.092152086731656e-05,6.376977086388968e-05,6.0789875029128484e-05,4.76783333561792e-05
ZACATECAS,2022,32,100.0,56.0,85.0,83.0,72.0,77.0,84.0,71.0,67.0,99.0,98.0,89.0,1689080.0,5.9203826935373105e-05,3.3154143083808936e-05,5.032325289506714e-05,4.9139176356359676e-05,4.262675539346863e-05,4.5586946740237286e-05,4.97312146257134e-05,4.20347171241149e-05,3.966656404669998e-05,5.861178866601937e-05,5.801975039666564e-05,5.269140597248206e-05
ZACATECAS,2023,32,93.0,68.0,73.0,72.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1699893.0,5.470932582227234e-05,4.000251780553247e-05,4.294387940888044e-05,4.235560708821085e-05,3.941424548486287e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
